OG	GCA_000634175__GCA_000634215	GCA_000634175__GCA_000634255	GCA_000634175__GCA_000634275	GCA_000634175__GCA_000634335	GCA_000634175__GCA_000634375	GCA_000634175__GCA_000634795	GCA_000634175__GCA_000635055	GCA_000634175__GCA_000635095	GCA_000634175__GCA_000635215	GCA_000634175__GCA_000635395	GCA_000634175__GCA_000635755	GCA_000634175__GCA_003280805	GCA_000634175__GCA_003280815	GCA_000634175__GCA_902533015	GCA_000634175__GCA_902537995	GCA_000634175__GCA_902551645	GCA_000634175__GCA_902555385	GCA_000634175__GCA_902618405	GCA_000634175__GCA_902619715	GCA_000634175__GCA_902623015	GCA_000634215__GCA_000634255	GCA_000634215__GCA_000634275	GCA_000634215__GCA_000634335	GCA_000634215__GCA_000634375	GCA_000634215__GCA_000634795	GCA_000634215__GCA_000635055	GCA_000634215__GCA_000635095	GCA_000634215__GCA_000635215	GCA_000634215__GCA_000635395	GCA_000634215__GCA_000635755	GCA_000634215__GCA_003280805	GCA_000634215__GCA_003280815	GCA_000634215__GCA_902533015	GCA_000634215__GCA_902537995	GCA_000634215__GCA_902551645	GCA_000634215__GCA_902555385	GCA_000634215__GCA_902618405	GCA_000634215__GCA_902619715	GCA_000634215__GCA_902623015	GCA_000634255__GCA_000634275	GCA_000634255__GCA_000634335	GCA_000634255__GCA_000634375	GCA_000634255__GCA_000634795	GCA_000634255__GCA_000635055	GCA_000634255__GCA_000635095	GCA_000634255__GCA_000635215	GCA_000634255__GCA_000635395	GCA_000634255__GCA_000635755	GCA_000634255__GCA_003280805	GCA_000634255__GCA_003280815	GCA_000634255__GCA_902533015	GCA_000634255__GCA_902537995	GCA_000634255__GCA_902551645	GCA_000634255__GCA_902555385	GCA_000634255__GCA_902618405	GCA_000634255__GCA_902619715	GCA_000634255__GCA_902623015	GCA_000634275__GCA_000634335	GCA_000634275__GCA_000634375	GCA_000634275__GCA_000634795	GCA_000634275__GCA_000635055	GCA_000634275__GCA_000635095	GCA_000634275__GCA_000635215	GCA_000634275__GCA_000635395	GCA_000634275__GCA_000635755	GCA_000634275__GCA_003280805	GCA_000634275__GCA_003280815	GCA_000634275__GCA_902533015	GCA_000634275__GCA_902537995	GCA_000634275__GCA_902551645	GCA_000634275__GCA_902555385	GCA_000634275__GCA_902618405	GCA_000634275__GCA_902619715	GCA_000634275__GCA_902623015	GCA_000634335__GCA_000634375	GCA_000634335__GCA_000634795	GCA_000634335__GCA_000635055	GCA_000634335__GCA_000635095	GCA_000634335__GCA_000635215	GCA_000634335__GCA_000635395	GCA_000634335__GCA_000635755	GCA_000634335__GCA_003280805	GCA_000634335__GCA_003280815	GCA_000634335__GCA_902533015	GCA_000634335__GCA_902537995	GCA_000634335__GCA_902551645	GCA_000634335__GCA_902555385	GCA_000634335__GCA_902618405	GCA_000634335__GCA_902619715	GCA_000634335__GCA_902623015	GCA_000634375__GCA_000634795	GCA_000634375__GCA_000635055	GCA_000634375__GCA_000635095	GCA_000634375__GCA_000635215	GCA_000634375__GCA_000635395	GCA_000634375__GCA_000635755	GCA_000634375__GCA_003280805	GCA_000634375__GCA_003280815	GCA_000634375__GCA_902533015	GCA_000634375__GCA_902537995	GCA_000634375__GCA_902551645	GCA_000634375__GCA_902555385	GCA_000634375__GCA_902618405	GCA_000634375__GCA_902619715	GCA_000634375__GCA_902623015	GCA_000634795__GCA_000635055	GCA_000634795__GCA_000635095	GCA_000634795__GCA_000635215	GCA_000634795__GCA_000635395	GCA_000634795__GCA_000635755	GCA_000634795__GCA_003280805	GCA_000634795__GCA_003280815	GCA_000634795__GCA_902533015	GCA_000634795__GCA_902537995	GCA_000634795__GCA_902551645	GCA_000634795__GCA_902555385	GCA_000634795__GCA_902618405	GCA_000634795__GCA_902619715	GCA_000634795__GCA_902623015	GCA_000635055__GCA_000635095	GCA_000635055__GCA_000635215	GCA_000635055__GCA_000635395	GCA_000635055__GCA_000635755	GCA_000635055__GCA_003280805	GCA_000635055__GCA_003280815	GCA_000635055__GCA_902533015	GCA_000635055__GCA_902537995	GCA_000635055__GCA_902551645	GCA_000635055__GCA_902555385	GCA_000635055__GCA_902618405	GCA_000635055__GCA_902619715	GCA_000635055__GCA_902623015	GCA_000635095__GCA_000635215	GCA_000635095__GCA_000635395	GCA_000635095__GCA_000635755	GCA_000635095__GCA_003280805	GCA_000635095__GCA_003280815	GCA_000635095__GCA_902533015	GCA_000635095__GCA_902537995	GCA_000635095__GCA_902551645	GCA_000635095__GCA_902555385	GCA_000635095__GCA_902618405	GCA_000635095__GCA_902619715	GCA_000635095__GCA_902623015	GCA_000635215__GCA_000635395	GCA_000635215__GCA_000635755	GCA_000635215__GCA_003280805	GCA_000635215__GCA_003280815	GCA_000635215__GCA_902533015	GCA_000635215__GCA_902537995	GCA_000635215__GCA_902551645	GCA_000635215__GCA_902555385	GCA_000635215__GCA_902618405	GCA_000635215__GCA_902619715	GCA_000635215__GCA_902623015	GCA_000635395__GCA_000635755	GCA_000635395__GCA_003280805	GCA_000635395__GCA_003280815	GCA_000635395__GCA_902533015	GCA_000635395__GCA_902537995	GCA_000635395__GCA_902551645	GCA_000635395__GCA_902555385	GCA_000635395__GCA_902618405	GCA_000635395__GCA_902619715	GCA_000635395__GCA_902623015	GCA_000635755__GCA_003280805	GCA_000635755__GCA_003280815	GCA_000635755__GCA_902533015	GCA_000635755__GCA_902537995	GCA_000635755__GCA_902551645	GCA_000635755__GCA_902555385	GCA_000635755__GCA_902618405	GCA_000635755__GCA_902619715	GCA_000635755__GCA_902623015	GCA_003280805__GCA_003280815	GCA_003280805__GCA_902533015	GCA_003280805__GCA_902537995	GCA_003280805__GCA_902551645	GCA_003280805__GCA_902555385	GCA_003280805__GCA_902618405	GCA_003280805__GCA_902619715	GCA_003280805__GCA_902623015	GCA_003280815__GCA_902533015	GCA_003280815__GCA_902537995	GCA_003280815__GCA_902551645	GCA_003280815__GCA_902555385	GCA_003280815__GCA_902618405	GCA_003280815__GCA_902619715	GCA_003280815__GCA_902623015	GCA_902533015__GCA_902537995	GCA_902533015__GCA_902551645	GCA_902533015__GCA_902555385	GCA_902533015__GCA_902618405	GCA_902533015__GCA_902619715	GCA_902533015__GCA_902623015	GCA_902537995__GCA_902551645	GCA_902537995__GCA_902555385	GCA_902537995__GCA_902618405	GCA_902537995__GCA_902619715	GCA_902537995__GCA_902623015	GCA_902551645__GCA_902555385	GCA_902551645__GCA_902618405	GCA_902551645__GCA_902619715	GCA_902551645__GCA_902623015	GCA_902555385__GCA_902618405	GCA_902555385__GCA_902619715	GCA_902555385__GCA_902623015	GCA_902618405__GCA_902619715	GCA_902618405__GCA_902623015	GCA_902619715__GCA_902623015
OG0000100	0.0087	0	0	0	0	-	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0.0087	0.0087	0.0087	0.0087	-	0.0087	0.0087	0.0087	0.0087	0.0086	0.0087	0.0087	0.0087	-	-	-	0.0087	0.0087	0.0087	0	0	0	-	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	-	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	-	0	0	0	0	0	0	0	0	-	-	-	0	0	0	-	0	0	0	0	0	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	-	-	0	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	-	-	-	0	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0
OG0000102	0.0133	0.0131	0	0.0066	0.0133	0	0.0066	0.0131	-	0.0066	0.0132	0.0201	0.0132	0.0133	0.0066	0	0.0066	0.0201	0.0132	0	0.0131	0.0133	0.0066	0.0133	0.0133	0.0066	0.0131	-	0.0066	0.0132	0.0201	0.0132	0.0133	0.0066	0.0133	0.0066	0.0201	0.0132	0.0133	0.0131	0.0065	0.0131	0.0131	0.0065	0.0130	-	0.0065	0.0131	0.0199	0.0131	0.0131	0.0065	0.0131	0.0065	0.0199	0.0130	0.0131	0.0066	0.0133	0	0.0066	0.0131	-	0.0066	0.0132	0.0201	0.0132	0.0133	0.0066	0	0.0066	0.0201	0.0132	0	0.0066	0.0066	0	0.0065	-	0	0.0065	0.0132	0.0065	0.0066	0	0.0066	0	0.0132	0.0065	0.0065	0.0133	0.0066	0.0131	-	0.0066	0.0132	0.0201	0.0132	0.0133	0.0066	0.0133	0.0066	0.0201	0.0132	0.0133	0.0066	0.0131	-	0.0066	0.0132	0.0201	0.0132	0.0133	0.0066	0	0.0066	0.0201	0.0132	0	0.0065	-	0	0.0065	0.0133	0.0065	0.0066	0	0.0066	0	0.0133	0.0065	0.0066	-	0.0065	0.0131	0.0199	0.0131	0.0131	0.0065	0.0131	0.0065	0.0199	0.0130	0.0131	-	-	-	-	-	-	-	-	-	-	-	0.0065	0.0133	0.0065	0.0066	0	0.0066	0	0.0133	0.0065	0.0066	0.0200	0	0.0132	0.0065	0.0132	0.0066	0.0200	0.0131	0.0132	0.0200	0.0201	0.0133	0.0201	0.0133	0	0.0200	0.0201	0.0132	0.0065	0.0132	0.0066	0.0200	0.0131	0.0132	0.0066	0.0133	0.0066	0.0201	0.0132	0.0133	0.0066	0	0.0133	0.0065	0.0066	0.0066	0.0201	0.0132	0	0.0133	0.0065	0.0066	0.0200	0.0201	0.0131
OG0000104	0.2740	0.3900	0.2571	-	0.4812	1.1507	0.2065	0.2912	0.2807	0.3666	0.4342	-	0.4341	0.4624	0.3666	-	0.4345	0.2118	0.4466	1.3111	0.4310	0.2997	-	0.6147	0.8847	0.2707	0.3332	0.3999	0.4314	0.4987	-	0.4985	0.5297	0.4314	-	0.4992	0.2218	0.5122	1.0213	0.1823	-	0.2803	0.6356	0.2751	0.3413	0.2076	0.2186	0.1917	-	0.1917	0.2125	0.2186	-	0.1919	0.3010	0.2014	0.7764	-	0.3924	0.5933	0.2045	0.2110	0.1327	0.1459	0.2864	-	0.2864	0.3096	0.1459	-	0.2866	0.1919	0.2970	0.8281	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7342	0.5455	0.4695	0.3522	0.4346	0.1032	-	0.1032	0.1016	0.4346	-	0.1033	0.5154	0.1126	1.3528	0.8569	0.9741	0.7421	0.7152	0.5895	-	0.5891	0.6275	0.7152	-	0.5899	0.8798	0.6059	1.4155	0.2213	0.2886	0.3364	0.4384	-	0.4382	0.4678	0.3364	-	0.4385	0.1718	0.4514	0.8453	0.3054	0.3154	0.3644	-	0.3643	0.3919	0.3154	-	0.3646	0.2104	0.3769	1.3849	0.1382	0.3030	-	0.3030	0.3271	0.1382	-	0.3034	0.2810	0.3138	0.8999	0.2975	-	0.2976	0.3204	0	-	0.2978	0.2921	0.3077	0.8046	-	0	0.0170	0.2975	-	0	0.3707	0.0084	0.9412	-	-	-	-	-	-	-	-	0.0170	0.2976	-	0	0.3706	0.0084	0.9396	0.3204	-	0.0170	0.3975	0.0255	0.9526	-	0.2978	0.2921	0.3077	0.8046	-	-	-	-	0.3710	0.0084	0.9415	0.3827	0.9204	0.9650
OG0000105	1.2056	0	0	0.0242	1.2056	0	-	0	-	0	0	0	0	0.2626	0	0	1.2056	-	1.3751	0	1.2056	1.2056	1.4962	0	1.2056	-	1.2056	-	1.2056	1.2056	1.2056	1.2056	0.7023	1.2056	1.2056	0	-	0.0218	1.2056	0	0.0242	1.2056	0	-	0	-	0	0	0	0	0.2626	0	0	1.2056	-	1.3751	0	0.0242	1.2056	0	-	0	-	0	0	0	0	0.2626	0	0	1.2056	-	1.3751	0	1.4962	0.0242	-	0.0242	-	0.0242	0.0242	0.0242	0.0242	0.3033	0.0242	0.0242	1.4962	-	1.8383	0.0242	1.2056	-	1.2056	-	1.2056	1.2056	1.2056	1.2056	0.7023	1.2056	1.2056	0	-	0.0218	1.2056	-	0	-	0	0	0	0	0.2626	0	0	1.2056	-	1.3751	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0.2626	0	0	1.2056	-	1.3751	0	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0.2626	0	0	1.2056	-	1.3751	0	0	0	0.2626	0	0	1.2056	-	1.3751	0	0	0.2626	0	0	1.2056	-	1.3751	0	0.2626	0	0	1.2056	-	1.3751	0	0.2626	0.2626	0.7023	-	0.7659	0.2626	0	1.2056	-	1.3751	0	1.2056	-	1.3751	0	-	0.0218	1.2056	-	-	1.3751
OG0000109	0	0	0	0	0.0268	0	0	-	0	0	0.0134	0	0	0	0	0	-	-	0	0	0	0	0	0.0266	0	0	-	0	0	0.0133	0	0	0	0	0	-	-	0	0	0	0	0.0268	0	0	-	0	0	0.0134	0	0	0	0	0	-	-	0	0	0	0.0268	0	0	-	0	0	0.0134	0	0	0	0	0	-	-	0	0	0.0266	0	0	-	0	0	0.0133	0	0	0	0	0	-	-	0	0	0.0268	0.0268	-	0.0269	0.0268	0.0411	0.0271	0.0266	0.0265	0.0268	0.0268	-	-	0.0266	0.0268	0	-	0	0	0.0134	0	0	0	0	0	-	-	0	0	-	0	0	0.0134	0	0	0	0	0	-	-	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0134	0	0	0	0	0	-	-	0	0	0.0134	0	0	0	0	0	-	-	0	0	0.0136	0.0133	0.0133	0.0134	0.0134	-	-	0.0133	0.0134	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	-	-	0	0	0	-	-	0	0	-	-	0	0	-	-	-	-	-	0
OG0000110	0	0	0	0	0	0	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	0	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	0	-	0	0	-	0	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	-	0	0	0	-	0	0	-	-	-	-	-	-	-	-	-	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	-	-	-	-	-	0	0	-	0	0	0	-	0	0	-	0	0	-	-	0
OG0000111	0.0100	0	0	0	0.0100	0	0	0	0	0.0101	0	0	0	0	0	-	0.0101	0	-	0	0.0100	0.0100	0.0100	0	0.0100	0.0100	0.0100	0.0100	0.0203	0.0100	0.0100	0.0100	0.0100	0.0100	-	0.0203	0.0100	-	0.0100	0	0	0.0100	0	0	0	0	0.0101	0	0	0	0	0	-	0.0101	0	-	0	0	0.0100	0	0	0	0	0.0101	0	0	0	0	0	-	0.0101	0	-	0	0.0100	0	0	0	0	0.0101	0	0	0	0	0	-	0.0101	0	-	0	0.0100	0.0100	0.0100	0.0100	0.0203	0.0100	0.0100	0.0100	0.0100	0.0100	-	0.0203	0.0100	-	0.0100	0	0	0	0.0101	0	0	0	0	0	-	0.0101	0	-	0	0	0	0.0101	0	0	0	0	0	-	0.0101	0	-	0	0	0.0102	0	0	0	0	0	-	0.0102	0	-	0	0.0101	0	0	0	0	0	-	0.0101	0	-	0	0.0101	0.0101	0.0101	0.0101	0.0101	-	0.0206	0.0101	-	0.0101	0	0	0	0	-	0.0101	0	-	0	0	0	0	-	0.0101	0	-	0	0	0	-	0.0101	0	-	0	0	-	0.0101	0	-	0	-	0.0101	0	-	0	-	-	-	-	0.0101	-	0.0101	-	0	-
OG0000114	0.0105	0.0104	0.0104	0.0105	0.0324	0.0104	0.0104	0.0105	0.0104	0.0104	0.0105	0.0104	0.0212	0.0319	0	0.0104	0.0104	-	0.0104	0.0104	0	0	0	0.0215	0	0	0	0	0	0	0	0.0105	0.0211	0.0105	0	0	-	0	0	0	0	0.0214	0	0	0	0	0	0	0	0.0105	0.0210	0.0104	0	0	-	0	0	0	0.0214	0	0	0	0	0	0	0	0.0105	0.0210	0.0104	0	0	-	0	0	0.0217	0	0	0	0	0	0	0	0.0106	0.0212	0.0105	0	0	-	0	0	0.0214	0.0214	0.0215	0.0214	0.0214	0.0217	0.0214	0.0326	0.0439	0.0324	0.0214	0.0214	-	0.0214	0.0214	0	0	0	0	0	0	0.0105	0.0210	0.0104	0	0	-	0	0	0	0	0	0	0	0.0105	0.0210	0.0104	0	0	-	0	0	0	0	0	0	0.0105	0.0211	0.0105	0	0	-	0	0	0	0	0	0.0105	0.0210	0.0104	0	0	-	0	0	0	0	0.0105	0.0210	0.0104	0	0	-	0	0	0	0.0106	0.0212	0.0105	0	0	-	0	0	0.0105	0.0210	0.0104	0	0	-	0	0	0.0321	0.0212	0.0105	0.0105	-	0.0105	0.0105	0.0319	0.0210	0.0210	-	0.0210	0.0210	0.0104	0.0104	-	0.0104	0.0104	0	-	0	0	-	0	0	-	-	0
OG0000116	0	0	0	0	0	0	0	0	0	0	-	0	0	-	0.0182	0	-	0	0.0091	-	0	0	0	0	0	0	0	0	0	-	0	0	-	0.0182	0	-	0	0.0091	-	0	0	0	0	0	0	0	0	-	0	0	-	0.0181	0	-	0	0.0091	-	0	0	0	0	0	0	0	-	0	0	-	0.0182	0	-	0	0.0091	-	0	0	0	0	0	0	-	0	0	-	0.0181	0	-	0	0.0091	-	0	0	0	0	0	-	0	0	-	0.0182	0	-	0	0.0091	-	0	0	0	0	-	0	0	-	0.0182	0	-	0	0.0091	-	0	0	0	-	0	0	-	0.0182	0	-	0	0.0091	-	0	0	-	0	0	-	0.0182	0	-	0	0.0091	-	0	-	0	0	-	0.0182	0	-	0	0.0091	-	-	0	0	-	0.0182	0	-	0	0.0091	-	-	-	-	-	-	-	-	-	-	0	-	0.0182	0	-	0	0.0091	-	-	0.0182	0	-	0	0.0091	-	-	-	-	-	-	-	0.0182	-	0.0182	0.0276	-	-	0	0.0091	-	-	-	-	0.0091	-	-
OG0000117	0.6621	0	0	0	0.6621	0	-	0	0	0	0	0	0	0	0	0	0.6621	-	0.6630	0.0201	0.6621	0.6621	0.6621	0	0.6621	-	0.6621	0.6621	0.6621	0.6621	0.6621	0.6621	0.6621	0.6621	0.6621	0	-	0	0.6895	0	0	0.6621	0	-	0	0	0	0	0	0	0	0	0	0.6621	-	0.6630	0.0201	0	0.6621	0	-	0	0	0	0	0	0	0	0	0	0.6621	-	0.6630	0.0201	0.6621	0	-	0	0	0	0	0	0	0	0	0	0.6621	-	0.6630	0.0201	0.6621	-	0.6621	0.6621	0.6621	0.6621	0.6621	0.6621	0.6621	0.6621	0.6621	0	-	0	0.6895	-	0	0	0	0	0	0	0	0	0	0.6621	-	0.6630	0.0201	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0.6621	-	0.6630	0.0201	0	0	0	0	0	0	0	0.6621	-	0.6630	0.0201	0	0	0	0	0	0	0.6621	-	0.6630	0.0201	0	0	0	0	0	0.6621	-	0.6630	0.0201	0	0	0	0	0.6621	-	0.6630	0.0201	0	0	0	0.6621	-	0.6630	0.0201	0	0	0.6621	-	0.6630	0.0201	0	0.6621	-	0.6630	0.0201	0.6621	-	0.6630	0.0201	-	0	0.6895	-	-	0.6903
OG0000119	0.0177	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0.0176	0.0177	0.0177	0.0266	0.0177	0.0177	0.0176	0.0177	0.0177	0.0177	0.0177	0.0177	0.0177	-	-	0.0266	0.0177	0.0177	0.0177	0	0	0.0087	0	0	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0.0088	0.0088	0.0087	0.0088	0.0088	0.0088	0.0088	0.0088	0.0088	-	-	0.0175	0.0088	0.0088	0.0088	0	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0	0	0	0	-	-	0.0087	0	0	0	0	0	0	-	-	0.0087	0	0	0	0	0	-	-	0.0087	0	0	0	0	-	-	0.0087	0	0	0	-	-	0.0087	0	0	0	-	-	-	-	-	-	-	-	-	0.0087	0.0087	0.0087	0	0	0
OG0000121	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	-	0	0	0	-	0	0	-	0	0	-	-	0
OG0000122	0.0055	0	0	0.0055	0.0111	-	0.0055	0.0055	-	0	0.0167	0.0055	0.0055	0.0055	0.0055	0	0.0055	0.0055	0.0111	0.0110	0.0055	0.0055	0	0.0055	-	0.0110	0	-	0.0055	0.0110	0	0	0	0.0110	0.0055	0	0	0.0055	0.0164	0	0.0055	0.0110	-	0.0055	0.0055	-	0	0.0165	0.0055	0.0055	0.0055	0.0055	0	0.0055	0.0055	0.0110	0.0109	0.0055	0.0110	-	0.0055	0.0055	-	0	0.0166	0.0055	0.0055	0.0055	0.0055	0	0.0055	0.0055	0.0110	0.0109	0.0055	-	0.0110	0	-	0.0055	0.0110	0	0	0	0.0110	0.0055	0	0	0.0055	0.0164	-	0.0167	0.0055	-	0.0110	0.0166	0.0055	0.0055	0.0055	0.0166	0.0110	0.0055	0.0055	0.0110	0.0222	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0110	-	0.0055	0.0222	0.0111	0.0110	0.0110	0.0110	0.0055	0.0110	0.0111	0.0166	0.0165	-	0.0055	0.0110	0	0	0	0.0110	0.0055	0	0	0.0055	0.0164	-	-	-	-	-	-	-	-	-	-	-	0.0166	0.0055	0.0055	0.0055	0.0055	0	0.0055	0.0055	0.0110	0.0109	0.0110	0.0110	0.0110	0.0221	0.0166	0.0110	0.0110	0.0166	0.0277	0	0	0.0110	0.0055	0	0	0.0055	0.0165	0	0.0110	0.0055	0	0	0.0055	0.0164	0.0110	0.0055	0	0	0.0055	0.0164	0.0055	0.0110	0.0110	0.0165	0.0164	0.0055	0.0055	0.0110	0.0109	0	0.0055	0.0164	0.0055	0.0165	0.0220
OG0000123	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	-	0	0	0	0	0	0	0	0	0	0.0173	0	-	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0.0173	0	0	0	0	0	0.0173	0	0	0	0	0.0173	0	0	0	0.0173	0	0	0.0173	0	0.0173	0	0.0173
OG0000125	0.0354	0.0354	0.0354	0.0354	0.0354	0.0354	0.0354	0.0354	0.0354	-	0.0354	0.0354	0.0354	0.0354	0.0354	0.0354	-	0.0354	-	0.0354	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	-	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	-	0	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	-	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	-	0	0	0	0	0	-	0	0	0	0	0	0	-	0	-	0	0	0	0	-	0	0	0	0	0	0	-	0	-	0	0	0	-	0	0	0	0	0	0	-	0	-	0	0	-	0	0	0	0	0	0	-	0	-	0	-	0	0	0	0	0	0	-	0	-	0	-	-	-	-	-	-	-	-	-	-	0	0	0	0	0	-	0	-	0	0	0	0	0	-	0	-	0	0	0	0	-	0	-	0	0	0	-	0	-	0	0	-	0	-	0	-	0	-	0	-	-	-	-	0	-
OG0000126	0.0170	0.0067	-	0.0136	0.0333	0.0067	0.0033	0.0170	-	0.0033	0.0169	0.0067	0.0135	0.0477	0.0067	-	0.0135	0.0101	0.0101	0.0517	0.0170	-	0.0170	0.0298	0.0170	0.0135	0.0205	-	0.0135	0.0204	0.0101	0.0169	0.0442	0.0170	-	0.0170	0.0135	0.0135	0.0481	-	0.0135	0.0333	0.0067	0.0033	0.0169	-	0.0033	0.0169	0.0067	0.0135	0.0476	0.0067	-	0.0135	0.0101	0.0101	0.0516	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0333	0.0136	0.0101	0.0102	-	0.0101	0.0101	0.0067	0.0067	0.0477	0.0136	-	0.0136	0.0101	0.0101	0.0443	0.0333	0.0298	0.0370	-	0.0298	0.0367	0.0263	0.0332	0.0203	0.0333	-	0.0333	0.0298	0.0298	0.0238	0.0033	0.0170	-	0.0033	0.0170	0.0067	0.0135	0.0477	0.0067	-	0.0135	0.0034	0.0101	0.0517	0.0135	-	0	0.0135	0.0033	0.0101	0.0440	0.0033	-	0.0101	0.0067	0.0067	0.0480	-	0.0135	0.0136	0.0101	0.0101	0.0515	0.0170	-	0.0170	0.0135	0.0135	0.0482	-	-	-	-	-	-	-	-	-	-	-	0.0135	0.0033	0.0101	0.0440	0.0033	-	0.0101	0.0067	0.0067	0.0480	0.0101	0.0033	0.0511	0.0170	-	0.0170	0.0135	0.0135	0.0478	0.0067	0.0404	0.0067	-	0.0067	0.0033	0.0033	0.0443	0.0476	0.0135	-	0.0135	0.0101	0.0101	0.0442	0.0477	-	0.0477	0.0440	0.0440	0.0240	-	0.0135	0.0101	0.0101	0.0517	-	-	-	-	0.0101	0.0101	0.0517	0.0067	0.0480	0.0480
