OG	GCA_000634095__GCA_003210175	GCA_000634095__GCA_003213315	GCA_000634095__GCA_003278775	GCA_000634095__GCA_003280965	GCA_000634095__GCA_902521125	GCA_000634095__GCA_902532695	GCA_000634095__GCA_902539515	GCA_000634095__GCA_902543475	GCA_000634095__GCA_902580925	GCA_000634095__GCA_902595155	GCA_000634095__GCA_902596215	GCA_000634095__GCA_902611085	GCA_000634095__GCA_902614405	GCA_000634095__GCA_902614465	GCA_000634095__GCA_902616055	GCA_000634095__GCA_902621495	GCA_000634095__GCA_902624115	GCA_003210175__GCA_003213315	GCA_003210175__GCA_003278775	GCA_003210175__GCA_003280965	GCA_003210175__GCA_902521125	GCA_003210175__GCA_902532695	GCA_003210175__GCA_902539515	GCA_003210175__GCA_902543475	GCA_003210175__GCA_902580925	GCA_003210175__GCA_902595155	GCA_003210175__GCA_902596215	GCA_003210175__GCA_902611085	GCA_003210175__GCA_902614405	GCA_003210175__GCA_902614465	GCA_003210175__GCA_902616055	GCA_003210175__GCA_902621495	GCA_003210175__GCA_902624115	GCA_003213315__GCA_003278775	GCA_003213315__GCA_003280965	GCA_003213315__GCA_902521125	GCA_003213315__GCA_902532695	GCA_003213315__GCA_902539515	GCA_003213315__GCA_902543475	GCA_003213315__GCA_902580925	GCA_003213315__GCA_902595155	GCA_003213315__GCA_902596215	GCA_003213315__GCA_902611085	GCA_003213315__GCA_902614405	GCA_003213315__GCA_902614465	GCA_003213315__GCA_902616055	GCA_003213315__GCA_902621495	GCA_003213315__GCA_902624115	GCA_003278775__GCA_003280965	GCA_003278775__GCA_902521125	GCA_003278775__GCA_902532695	GCA_003278775__GCA_902539515	GCA_003278775__GCA_902543475	GCA_003278775__GCA_902580925	GCA_003278775__GCA_902595155	GCA_003278775__GCA_902596215	GCA_003278775__GCA_902611085	GCA_003278775__GCA_902614405	GCA_003278775__GCA_902614465	GCA_003278775__GCA_902616055	GCA_003278775__GCA_902621495	GCA_003278775__GCA_902624115	GCA_003280965__GCA_902521125	GCA_003280965__GCA_902532695	GCA_003280965__GCA_902539515	GCA_003280965__GCA_902543475	GCA_003280965__GCA_902580925	GCA_003280965__GCA_902595155	GCA_003280965__GCA_902596215	GCA_003280965__GCA_902611085	GCA_003280965__GCA_902614405	GCA_003280965__GCA_902614465	GCA_003280965__GCA_902616055	GCA_003280965__GCA_902621495	GCA_003280965__GCA_902624115	GCA_902521125__GCA_902532695	GCA_902521125__GCA_902539515	GCA_902521125__GCA_902543475	GCA_902521125__GCA_902580925	GCA_902521125__GCA_902595155	GCA_902521125__GCA_902596215	GCA_902521125__GCA_902611085	GCA_902521125__GCA_902614405	GCA_902521125__GCA_902614465	GCA_902521125__GCA_902616055	GCA_902521125__GCA_902621495	GCA_902521125__GCA_902624115	GCA_902532695__GCA_902539515	GCA_902532695__GCA_902543475	GCA_902532695__GCA_902580925	GCA_902532695__GCA_902595155	GCA_902532695__GCA_902596215	GCA_902532695__GCA_902611085	GCA_902532695__GCA_902614405	GCA_902532695__GCA_902614465	GCA_902532695__GCA_902616055	GCA_902532695__GCA_902621495	GCA_902532695__GCA_902624115	GCA_902539515__GCA_902543475	GCA_902539515__GCA_902580925	GCA_902539515__GCA_902595155	GCA_902539515__GCA_902596215	GCA_902539515__GCA_902611085	GCA_902539515__GCA_902614405	GCA_902539515__GCA_902614465	GCA_902539515__GCA_902616055	GCA_902539515__GCA_902621495	GCA_902539515__GCA_902624115	GCA_902543475__GCA_902580925	GCA_902543475__GCA_902595155	GCA_902543475__GCA_902596215	GCA_902543475__GCA_902611085	GCA_902543475__GCA_902614405	GCA_902543475__GCA_902614465	GCA_902543475__GCA_902616055	GCA_902543475__GCA_902621495	GCA_902543475__GCA_902624115	GCA_902580925__GCA_902595155	GCA_902580925__GCA_902596215	GCA_902580925__GCA_902611085	GCA_902580925__GCA_902614405	GCA_902580925__GCA_902614465	GCA_902580925__GCA_902616055	GCA_902580925__GCA_902621495	GCA_902580925__GCA_902624115	GCA_902595155__GCA_902596215	GCA_902595155__GCA_902611085	GCA_902595155__GCA_902614405	GCA_902595155__GCA_902614465	GCA_902595155__GCA_902616055	GCA_902595155__GCA_902621495	GCA_902595155__GCA_902624115	GCA_902596215__GCA_902611085	GCA_902596215__GCA_902614405	GCA_902596215__GCA_902614465	GCA_902596215__GCA_902616055	GCA_902596215__GCA_902621495	GCA_902596215__GCA_902624115	GCA_902611085__GCA_902614405	GCA_902611085__GCA_902614465	GCA_902611085__GCA_902616055	GCA_902611085__GCA_902621495	GCA_902611085__GCA_902624115	GCA_902614405__GCA_902614465	GCA_902614405__GCA_902616055	GCA_902614405__GCA_902621495	GCA_902614405__GCA_902624115	GCA_902614465__GCA_902616055	GCA_902614465__GCA_902621495	GCA_902614465__GCA_902624115	GCA_902616055__GCA_902621495	GCA_902616055__GCA_902624115	GCA_902621495__GCA_902624115
OG0000090	-	-	0.0127	0.0127	0.0260	-	0.0260	0.0260	0.0127	0.0127	0.0260	0.0260	0	0.0260	0.0260	0.0656	0.0127	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0.0126	-	0.0126	0.0126	0	0	0.0126	0.0126	0.0127	0.0126	0.0126	0.0507	0	0.0126	-	0.0126	0.0126	0	0	0.0126	0.0126	0.0127	0.0126	0.0126	0.0507	0	-	0	0	0.0126	0.0126	0	0	0.0260	0	0	0.0650	0.0126	-	-	-	-	-	-	-	-	-	-	-	0	0.0126	0.0126	0	0	0.0260	0	0	0.0650	0.0126	0.0126	0.0126	0	0	0.0260	0	0	0.0650	0.0126	0	0.0126	0.0126	0.0127	0.0126	0.0126	0.0507	0	0.0126	0.0126	0.0127	0.0126	0.0126	0.0507	0	0	0.0260	0	0	0.0650	0.0126	0.0260	0	0	0.0650	0.0126	0.0260	0.0260	0.0656	0.0127	0	0.0650	0.0126	0.0650	0.0126	0.0507
OG0000092	0	0.0081	-	0.0081	0.0081	0	0.0081	0.0081	-	0	0.0081	-	-	0.0081	0.0163	0	0	0.0081	-	0.0081	0.0081	0	0.0081	0.0081	-	0	0.0081	-	-	0.0081	0.0163	0	0	-	0.0164	0	0.0081	0	0	-	0.0081	0	-	-	0	0.0082	0.0081	0.0081	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0164	0.0081	0.0164	0.0164	-	0.0081	0.0164	-	-	0.0164	0.0249	0.0081	0.0081	0.0081	0	0	-	0.0081	0	-	-	0	0.0082	0.0081	0.0081	0.0081	0.0081	-	0	0.0081	-	-	0.0081	0.0163	0	0	0	-	0.0081	0	-	-	0	0.0082	0.0081	0.0081	-	0.0081	0	-	-	0	0.0082	0.0081	0.0081	-	-	-	-	-	-	-	-	0.0081	-	-	0.0081	0.0163	0	0	-	-	0	0.0082	0.0081	0.0081	-	-	-	-	-	-	-	-	-	0.0082	0.0081	0.0081	0.0163	0.0163	0
OG0000095	0	-	0.0137	0	-	0	0.0416	0.0416	0.0134	0	0.0271	-	0	0.0416	0.0271	-	0	-	0.0137	0	-	0	0.0416	0.0416	0.0134	0	0.0271	-	0	0.0416	0.0271	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0137	-	0.0137	0.0567	0.0567	0.0272	0.0137	0.0416	-	0.0137	0.0567	0.0416	-	0.0137	-	0	0.0416	0.0416	0.0134	0	0.0271	-	0	0.0416	0.0271	-	0	-	-	-	-	-	-	-	-	-	-	-	-	0.0416	0.0416	0.0134	0	0.0271	-	0	0.0416	0.0271	-	0	0	0.0555	0.0416	0.0135	-	0.0416	0	0.0135	-	0.0416	0.0555	0.0416	0.0135	-	0.0416	0	0.0135	-	0.0416	0.0134	0.0407	-	0.0134	0.0555	0.0407	-	0.0134	0.0271	-	0	0.0416	0.0271	-	0	-	0.0271	0.0135	0	-	0.0271	-	-	-	-	-	0.0416	0.0271	-	0	0.0135	-	0.0416	-	0.0271	-
OG0000097	0	0	-	0	0	0	-	0	0.0186	0	0	0	-	0	0	-	0	0	-	0	0	0	-	0	0.0187	0	0	0	-	0	0	-	0	-	0	0	0	-	0	0.0187	0	0	0	-	0	0	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	-	0	0.0187	0	0	0	-	0	0	-	0	0	-	0	0.0187	0	0	0	-	0	0	-	0	-	0	0.0187	0	0	0	-	0	0	-	0	-	-	-	-	-	-	-	-	-	-	0.0187	0	0	0	-	0	0	-	0	0.0187	0.0187	0.0187	-	0.0187	0.0187	-	0.0187	0	0	-	0	0	-	0	0	-	0	0	-	0	-	0	0	-	0	-	-	-	-	0	-	0	-	0	-
OG0000102	0.0194	0.0394	0.0263	0.0064	0.0328	0.0194	0.0394	0.0328	0.0397	0.0194	0.0328	0.0398	0	0.0328	0.0258	0.0531	0.0194	0.0194	0.0065	0.0128	0.0129	0	0.0194	0.0129	0.0196	0	0.0129	0.0195	0.0195	0.0129	0.0064	0.0324	0	0.0263	0.0325	0.0064	0.0194	0	0.0064	0.0397	0.0194	0.0064	0.0129	0.0394	0.0064	0.0128	0.0393	0.0194	0.0195	0.0195	0.0065	0.0263	0.0195	0.0131	0.0065	0.0195	0.0263	0.0263	0.0195	0.0129	0.0393	0.0065	0.0259	0.0128	0.0325	0.0259	0.0328	0.0128	0.0259	0.0328	0.0064	0.0259	0.0192	0.0460	0.0128	0.0129	0.0064	0	0.0330	0.0129	0	0.0064	0.0328	0	0.0064	0.0323	0.0129	0.0194	0.0129	0.0196	0	0.0129	0.0195	0.0195	0.0129	0.0064	0.0324	0	0.0064	0.0397	0.0194	0.0064	0.0129	0.0394	0.0064	0.0128	0.0393	0.0194	0.0330	0.0129	0	0.0064	0.0328	0	0.0064	0.0323	0.0129	0.0196	0.0330	0.0401	0.0397	0.0330	0.0260	0.0536	0.0196	0.0129	0.0195	0.0195	0.0129	0.0064	0.0324	0	0.0064	0.0328	0	0.0064	0.0324	0.0129	0.0399	0.0064	0.0128	0.0392	0.0195	0.0328	0.0259	0.0532	0.0195	0.0064	0.0323	0.0129	0.0256	0.0064	0.0324
OG0000104	0.0102	0.0102	-	0.0153	0.0153	0.0051	-	0.0102	-	0.0051	0.0102	-	-	0.0102	0.0154	0.0101	0.0051	0.0101	-	0.0153	0.0153	0.0051	-	0.0101	-	0.0051	0.0101	-	-	0.0101	0.0154	0.0101	0.0051	-	0.0152	0.0050	0.0050	-	0	-	0.0050	0	-	-	0	0.0051	0.0101	0.0050	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0204	0.0101	-	0.0152	-	0.0101	0.0152	-	-	0.0152	0.0204	0.0152	0.0101	0.0101	-	0.0050	-	0.0101	0.0050	-	-	0.0050	0.0102	0.0152	0.0101	-	0.0050	-	0	0.0050	-	-	0.0050	0.0101	0.0050	0	-	-	-	-	-	-	-	-	-	-	-	0.0050	0	-	-	0	0.0051	0.0101	0.0050	-	-	-	-	-	-	-	-	0.0050	-	-	0.0050	0.0101	0.0050	0	-	-	0	0.0051	0.0101	0.0050	-	-	-	-	-	-	-	-	-	0.0051	0.0101	0.0050	0.0152	0.0101	0.0050
OG0000105	0.0347	0.0546	0.0345	0.0170	-	0.0347	0.0546	-	0.0339	0.0347	0.0546	0.0722	0	-	0.0546	0.1486	0.0347	0.0560	0.0352	0.0174	-	0	0.0560	-	0.0346	0	0.0560	0.0744	0.0347	-	0.0560	0.1487	0	0.0557	0.0365	-	0.0560	0	-	0.0546	0.0560	0	0.0184	0.0546	-	0	0.1336	0.0560	0.0173	-	0.0352	0.0557	-	0.0344	0.0352	0.0557	0.0740	0.0345	-	0.0557	0.1478	0.0352	-	0.0174	0.0365	-	0.0170	0.0174	0.0365	0.0542	0.0170	-	0.0365	0.1262	0.0174	-	-	-	-	-	-	-	-	-	-	-	-	0.0560	-	0.0346	0	0.0560	0.0744	0.0347	-	0.0560	0.1487	0	-	0.0546	0.0560	0	0.0184	0.0546	-	0	0.1336	0.0560	-	-	-	-	-	-	-	-	-	0.0346	0.0546	0.0726	0.0339	-	0.0546	0.1444	0.0346	0.0560	0.0744	0.0347	-	0.0560	0.1487	0	0.0184	0.0546	-	0	0.1336	0.0560	0.0722	-	0.0184	0.1556	0.0744	-	0.0546	0.1486	0.0347	-	-	-	0.1336	0.0560	0.1487
OG0000106	0.0252	-	-	0	0.0084	0.0252	-	0.0084	0.0082	0.0252	0.0084	0	0	-	0	0.0165	-	-	-	0.0252	0.0343	0.0168	-	0.0343	0.0339	0	0.0343	0.0252	0.0252	-	0.0252	0.0423	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0084	0.0252	-	0.0084	0.0082	0.0252	0.0084	0	0	-	0	0.0165	-	0.0342	-	0	0.0168	0.0343	0	0.0084	0.0084	-	0.0084	0.0251	-	-	0.0342	0.0339	0.0168	0.0342	0.0252	0.0252	-	0.0252	0.0422	-	-	-	-	-	-	-	-	-	-	-	0.0168	0.0343	0	0.0084	0.0084	-	0.0084	0.0251	-	0.0339	0.0168	0.0082	0.0082	-	0.0082	0.0248	-	0.0343	0.0252	0.0252	-	0.0252	0.0423	-	0.0084	0.0084	-	0.0084	0.0251	-	0	-	0	0.0165	-	-	0	0.0165	-	-	-	-	0.0165	-	-
OG0000108	0.0136	-	0.0068	0.3845	0.0137	-	-	0.0137	0.0138	0.0136	0.0209	-	0	-	0.0137	0.0421	0.0136	-	0.0067	0.3927	0.0136	-	-	0.0136	0.0136	0	0.0206	-	0.0136	-	0.0136	0.0418	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.3824	0.0068	-	-	0.0068	0.0068	0.0067	0.0138	-	0.0068	-	0.0068	0.0349	0.0067	0.4011	-	-	0.4011	0.3722	0.3927	0.4206	-	0.3845	-	0.4011	0.3568	0.3927	-	-	0	0.0138	0.0136	0.0069	-	0.0137	-	0	0.0424	0.0136	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0138	0.0136	0.0069	-	0.0137	-	0	0.0424	0.0136	0.0136	0.0209	-	0.0138	-	0.0138	0.0424	0.0136	0.0206	-	0.0136	-	0.0136	0.0418	0	-	0.0209	-	0.0069	0.0501	0.0206	-	-	-	-	-	-	0.0137	0.0421	0.0136	-	-	-	0.0424	0.0136	0.0418
OG0000109	0.1952	0.0153	0.1969	0.0304	0.0151	-	0.0151	-	0.1952	0.1952	0.0305	0.0151	0	-	0.0151	0.0310	0.1952	0.2049	0	0.2091	0.2016	-	0.2016	-	0	0	0.2216	0.2005	0.1952	-	0.2016	0.2260	0	0.2066	0.0150	0	-	0	-	0.2049	0.2049	0.0151	0	0.0153	-	0	0.0153	0.2049	0.2223	0.2033	-	0.2033	-	0	0	0.2235	0.2022	0.1969	-	0.2033	0.2279	0	0.0148	-	0.0148	-	0.2091	0.2091	0.0299	0.0148	0.0304	-	0.0148	0.0304	0.2091	-	0	-	0.2016	0.2016	0.0149	0	0.0151	-	0	0.0151	0.2016	-	-	-	-	-	-	-	-	-	-	-	-	0.2016	0.2016	0.0149	0	0.0151	-	0	0.0151	0.2016	-	-	-	-	-	-	-	-	-	0	0.2216	0.2005	0.1952	-	0.2016	0.2260	0	0.2216	0.2005	0.1952	-	0.2016	0.2260	0	0.0149	0.0305	-	0.0149	0.0305	0.2216	0.0151	-	0	0.0151	0.2005	-	0.0151	0.0310	0.1952	-	-	-	0.0151	0.2016	0.2260
OG0000110	0.0103	-	-	0.0156	0.0265	0.0156	0.0155	0.0155	0.0103	0.0103	0.0155	0.0155	-	0.0155	0.0103	0.0423	-	-	-	0.0052	0.0158	0.0052	0.0052	0.0052	0	0	0.0052	0.0052	-	0.0052	0	0.0316	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0214	0.0105	0.0105	0.0105	0.0052	0.0052	0.0105	0.0105	-	0.0105	0.0052	0.0373	-	0.0213	0.0105	0.0105	0.0158	0.0158	0.0105	0.0105	-	0.0105	0.0158	0.0486	-	0.0104	0.0104	0.0052	0.0052	0.0104	0.0104	-	0.0104	0.0052	0.0372	-	0	0.0052	0.0052	0	0	-	0	0.0052	0.0370	-	0.0052	0.0052	0	0	-	0	0.0052	0.0370	-	0	0.0052	0.0052	-	0.0052	0	0.0316	-	0.0052	0.0052	-	0.0052	0	0.0316	-	0	-	0	0.0052	0.0370	-	-	0	0.0052	0.0370	-	-	-	-	-	0.0052	0.0370	-	0.0316	-	-
OG0000114	0	-	0	0	0	0	-	0.0198	0	0.0196	0	0	0	-	0	0.0591	0	-	0	0	0	0	-	0.0198	0	0.0196	0	0	0	-	0	0.0591	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0	0	0	-	0.0198	0	0.0196	0	0	0	-	0	0.0591	0	0	0	-	0.0198	0	0.0196	0	0	0	-	0	0.0591	0	0	-	0.0198	0	0.0196	0	0	0	-	0	0.0591	0	-	0.0198	0	0.0196	0	0	0	-	0	0.0591	0	-	-	-	-	-	-	-	-	-	-	0.0198	0.0403	0.0198	0.0198	0.0198	-	0.0198	0.0818	0.0198	0.0196	0	0	0	-	0	0.0591	0	0.0196	0.0196	0.0196	-	0.0196	0.0798	0.0196	0	0	-	0	0.0591	0	0	-	0	0.0591	0	-	0	0.0591	0	-	-	-	0.0591	0	0.0591
OG0000117	0.0170	0.0352	0.0348	0.0340	-	0.0344	0.0352	-	0.0170	0.0170	0.0352	0.0170	0	-	0.0170	0.0341	0.0170	0.0172	0.0171	0.0167	-	0.0169	0.0172	-	0	0	0.0172	0	0.0170	-	0	0.0167	0	0.0353	0.0344	-	0.0348	0	-	0.0172	0.0172	0	0.0172	0.0352	-	0.0172	0.0345	0.0172	0.0341	-	0.0345	0.0353	-	0.0171	0.0171	0.0353	0.0171	0.0348	-	0.0171	0.0341	0.0171	-	0.0337	0.0344	-	0.0167	0.0167	0.0344	0.0167	0.0340	-	0.0167	0.0334	0.0167	-	-	-	-	-	-	-	-	-	-	-	-	0.0348	-	0.0169	0.0169	0.0348	0.0169	0.0344	-	0.0169	0.0337	0.0169	-	0.0172	0.0172	0	0.0172	0.0352	-	0.0172	0.0345	0.0172	-	-	-	-	-	-	-	-	-	0	0.0172	0	0.0170	-	0	0.0167	0	0.0172	0	0.0170	-	0	0.0167	0	0.0172	0.0352	-	0.0172	0.0345	0.0172	0.0170	-	0	0.0167	0	-	0.0170	0.0341	0.0170	-	-	-	0.0167	0	0.0167
OG0000120	0.0119	0.0200	-	0.0119	0.0200	0.0199	0.0200	0.0200	0.0119	0.0118	0.0200	0.0325	-	-	0.0240	0.0605	0.0119	0.0159	-	0.0079	0.0159	0.0078	0.0159	0.0159	0.0079	0	0.0159	0.0282	-	-	0.0198	0.0560	0	-	0.0158	0	0.0240	0	0	0.0160	0.0159	0	0.0201	-	-	0.0119	0.0563	0.0159	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0158	0.0158	0.0158	0.0158	0.0079	0.0079	0.0158	0.0283	-	-	0.0199	0.0562	0.0079	0.0240	0	0	0.0160	0.0159	0	0.0201	-	-	0.0119	0.0563	0.0159	0.0240	0.0240	0.0159	0.0078	0.0240	0.0365	-	-	0.0279	0.0644	0.0078	0	0.0160	0.0159	0	0.0201	-	-	0.0119	0.0563	0.0159	0.0160	0.0159	0	0.0201	-	-	0.0119	0.0563	0.0159	0.0079	0.0160	0.0284	-	-	0.0200	0.0564	0.0079	0.0159	0.0282	-	-	0.0198	0.0560	0	0.0201	-	-	0.0119	0.0563	0.0159	-	-	0.0241	0.0695	0.0282	-	-	-	-	-	-	-	0.0518	0.0198	0.0560
OG0000121	0.0106	-	0.0211	0.0105	0.0105	0.0105	-	0.0105	0.0916	0.0105	0.0105	0.0105	0	-	0.0105	0.0552	0.0106	-	0.0104	0	0	0	-	0	0.0787	0	0	0	0.0106	-	0	0.0434	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0103	0.0103	0.0103	-	0.0103	0.0922	0.0103	0.0103	0.0103	0.0211	-	0.0103	0.0547	0.0104	0	0	-	0	0.0783	0	0	0	0.0105	-	0	0.0432	0	0	-	0	0.0783	0	0	0	0.0105	-	0	0.0432	0	-	0	0.0783	0	0	0	0.0105	-	0	0.0432	0	-	-	-	-	-	-	-	-	-	-	0.0783	0	0	0	0.0105	-	0	0.0432	0	0.0783	0.0783	0.0783	0.0916	-	0.0782	0.0561	0.0787	0	0	0.0105	-	0	0.0432	0	0	0.0105	-	0	0.0432	0	0.0105	-	0	0.0432	0	-	0.0105	0.0552	0.0106	-	-	-	0.0431	0	0.0434
OG0000122	0.0056	-	0.0056	0.0056	0.0168	0	-	-	0	0.0056	0.0112	0.0113	0	-	0.0113	0.0526	-	-	0.0113	0.0114	0.0226	0.0056	-	-	0.0056	0.0113	0.0170	0.0171	0.0056	-	0.0172	0.0592	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0113	0.0168	0.0056	-	-	0.0056	0.0112	0.0112	0.0170	0.0056	-	0.0170	0.0586	-	0.0227	0.0056	-	-	0.0056	0.0113	0.0171	0.0171	0.0056	-	0.0171	0.0528	-	0.0168	-	-	0.0168	0.0225	0.0056	0.0168	0.0168	-	0.0169	0.0707	-	-	-	0	0.0056	0.0112	0.0113	0	-	0.0113	0.0526	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0056	0.0112	0.0113	0	-	0.0113	0.0526	-	0.0169	0.0169	0.0056	-	0.0170	0.0584	-	0.0112	0.0112	-	0.0113	0.0650	-	0.0113	-	0.0113	0.0651	-	-	0.0113	0.0526	-	-	-	-	0.0652	-	-
OG0000123	0	0.0178	0	0	0.0178	0	0.0178	0.0178	0	0	-	0.0178	0	0.0178	0	0.0178	0	0.0179	0	0	0.0179	0	0.0179	0.0179	0	0	-	0.0179	0	0.0179	0	0.0179	0	0.0179	0.0179	0	0.0179	0	0	0.0179	0.0179	-	0	0.0178	0	0.0179	0.0367	0.0179	0	0.0179	0	0.0179	0.0179	0	0	-	0.0179	0	0.0179	0	0.0179	0	0.0179	0	0.0179	0.0179	0	0	-	0.0179	0	0.0179	0	0.0179	0	0.0179	0	0	0.0179	0.0179	-	0	0.0178	0	0.0179	0.0367	0.0179	0.0179	0.0179	0	0	-	0.0179	0	0.0179	0	0.0179	0	0	0.0179	0.0179	-	0	0.0178	0	0.0179	0.0367	0.0179	0.0179	0.0179	-	0	0.0178	0	0.0179	0.0367	0.0179	0	-	0.0179	0	0.0179	0	0.0179	0	-	0.0179	0	0.0179	0	0.0179	0	-	-	-	-	-	-	0.0178	0	0.0179	0.0367	0.0179	0.0178	0	0.0178	0	0.0179	0.0368	0.0179	0.0179	0	0.0179
OG0000125	0.0108	-	-	0.0108	0.0162	-	-	0.0218	0.0216	0.0108	0.0162	0.0272	0	0.0218	0.0269	0.0537	0.0108	-	-	0.0109	0.0163	-	-	0.0220	0.0218	0	0.0163	0.0274	0.0108	0.0220	0.0271	0.0542	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0164	-	-	0.0220	0.0218	0.0109	0.0164	0.0274	0.0108	0.0220	0.0271	0.0542	0.0109	-	-	0.0054	0.0272	0.0163	0	0.0107	0.0162	0.0054	0.0107	0.0373	0.0163	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0328	0.0220	0.0054	0.0162	0.0218	0	0.0161	0.0433	0.0220	0.0218	0.0272	0.0381	0.0216	0.0328	0.0381	0.0486	0.0218	0.0163	0.0274	0.0108	0.0220	0.0271	0.0542	0	0.0107	0.0162	0.0054	0.0107	0.0373	0.0163	0.0272	0.0162	0.0214	0.0486	0.0274	0.0218	0.0269	0.0537	0.0108	0.0161	0.0433	0.0220	0.0478	0.0271	0.0542
OG0000126	0.0235	-	0.0201	0.0201	0.0201	-	0.0201	0.0167	-	-	0.0235	0.0201	-	0.0133	0.0201	0.0167	0.0235	-	0.0100	0.0377	0.0306	-	0.0306	0.0270	-	-	0.0341	0.0306	-	0.0236	0.0306	0.0270	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0342	0.0271	-	0.0271	0.0236	-	-	0.0306	0.0271	-	0.0201	0.0271	0.0236	0.0100	0.0341	-	0.0341	0.0305	-	-	0.0376	0.0341	-	0.0271	0.0341	0.0305	0.0377	-	0	0.0033	-	-	0.0033	0	-	0.0066	0.0067	0.0235	0.0306	-	-	-	-	-	-	-	-	-	-	-	0.0033	-	-	0.0033	0	-	0.0066	0.0067	0.0235	0.0306	-	-	0.0067	0.0033	-	0.0033	0.0033	0.0201	0.0270	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0033	-	0.0100	0.0100	0.0270	0.0341	-	0.0066	0.0067	0.0235	0.0306	-	-	-	-	0.0066	0.0167	0.0236	0.0235	0.0306	0.0270
OG0000127	0.0468	0.0720	0.0468	0.0452	-	0.0468	0.0720	-	0.0468	0.0468	0.0720	0.0720	0	-	0.0468	0.1293	0.0468	0.0232	0	0.0453	-	0	0.0232	-	0	0	0.0232	0.0232	0.0468	-	0	0.0712	0	0.0232	0.0702	-	0.0232	0	-	0.0232	0.0232	0	0	0.0720	-	0.0232	0.1006	0.0232	0.0453	-	0	0.0232	-	0	0	0.0232	0.0232	0.0468	-	0	0.0712	0	-	0.0453	0.0702	-	0.0453	0.0453	0.0702	0.0702	0.0452	-	0.0453	0.1204	0.0453	-	-	-	-	-	-	-	-	-	-	-	-	0.0232	-	0	0	0.0232	0.0232	0.0468	-	0	0.0712	0	-	0.0232	0.0232	0	0	0.0720	-	0.0232	0.1006	0.0232	-	-	-	-	-	-	-	-	-	0	0.0232	0.0232	0.0468	-	0	0.0712	0	0.0232	0.0232	0.0468	-	0	0.0712	0	0	0.0720	-	0.0232	0.1006	0.0232	0.0720	-	0.0232	0.1006	0.0232	-	0.0468	0.1293	0.0468	-	-	-	0.0712	0	0.0712
OG0000128	-	0.0103	-	0	0.0069	-	-	0.0069	0.0209	0.0069	0.0069	0.0103	0	0.0069	0.0069	0.0391	0.0104	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0103	0.0034	-	-	0.0034	0.0173	0.0034	0.0034	0.0068	0.0103	0.0034	0.0034	0.0352	0.0069	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0069	-	-	0.0069	0.0209	0.0069	0.0069	0.0103	0	0.0069	0.0069	0.0390	0.0104	-	-	0	0.0138	0	0	0.0034	0.0069	0	0	0.0317	0.0034	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.0138	0	0	0.0034	0.0069	0	0	0.0317	0.0034	0.0138	0.0138	0.0172	0.0209	0.0138	0.0138	0.0463	0.0173	0	0.0034	0.0069	0	0	0.0317	0.0034	0.0034	0.0069	0	0	0.0317	0.0034	0.0103	0.0034	0.0034	0.0352	0.0068	0.0069	0.0069	0.0391	0.0104	0	0.0317	0.0034	0.0317	0.0034	0.0354
